sentence,label,paragraph,hierarchy,doc_id
"Pickets were in place across Wales, with protests around the country.",0,"Pickets were in place across Wales, with protests around the country. PCS Union spokesman Jeff Evans said: ""In Wales the civil service is major employer, there are more civil servants employed in Wales proportionately than in any other part of the country. ""Our protest is about defending jobs and also local services across the country. ""Parts of Objective One areas and Welsh-speaking areas will be particularly affected by these cuts."" The chancellor has said that the cuts will allow funding for more teachers and police. Piers Freelove is senior benefit officer on the picket line at Companies House, in Cardiff. He said: ""The majority of people have decided not to come in because of the threat to their jobs. ""I joined the civil service to provide services as well as get a decent pension, as we thought, and pay, and it's those services that are being threatened as well as our jobs. ""People like pensioners need a face-to-face service not an impersonal service on the phone which is what they want to impose."" PCSU deputy general secretary Hugh Lanning, who was on the same picket line, said: ""We're asking for them to negotiate not just to make announcements. ""There's a sensible way to do things and at the moment they're not even talking about how to go about it sensibly."" ""The ballot was for one day's action. No further action is anticipated without a further ballot of staff."" The Welsh Assembly Government said: ""This is a strike about national civil service issues. It is not about specific issues local to Wales or the assembly.","[NULL][SEP]Pickets were in place across Wales, with protests around the country.[SEP]PCS Union spokesman Jeff Evans said: ""In Wales the civil service is major employer, there are more civil servants employed in Wales proportionately than in any other part of the country.",politics210.txt
"The government needs its finance bill, covering the Budget plans, to be passed before the Commons closes for business at the end of the session on 7 April.",0,"A Number 10 spokeswoman would only say: ""He will announce an election when he wants to announce an election."" The move will signal a frantic week at Westminster as the government is likely to try to get key legislation through Parliament. The government needs its finance bill, covering the Budget plans, to be passed before the Commons closes for business at the end of the session on 7 April.","The move will signal a frantic week at Westminster as the government is likely to try to get key legislation through Parliament.[SEP]The government needs its finance bill, covering the Budget plans, to be passed before the Commons closes for business at the end of the session on 7 April.[SEP][NULL]",politics401.txt
But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill.,0,"But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill. Mr Marr said on Wednesday's Today programme: ""There's almost nobody at a senior level inside the government or in Parliament itself who doesn't expect the election to be called on 4 or 5 April. ""As soon as the Commons is back after the short Easter recess, Tony Blair whips up to the Palace, asks the Queen to dissolve Parliament ... and we're going."" The Labour government officially has until June 2006 to hold general election, but in recent years governments have favoured four-year terms.","[NULL][SEP]But it will also seek to push through its Serious and Organised Crime Bill and ID cards Bill.[SEP]Mr Marr said on Wednesday's Today programme: ""There's almost nobody at a senior level inside the government or in Parliament itself who doesn't expect the election to be called on 4 or 5 April.",politics401.txt
"Once the track and field action began in Athens, a familiar pattern of underachievement emerged although Alistair Cragg's performance in being the only athlete from a European nation to qualify for the 5,000m final did offer hope for the future.",0,"Back at pre-Olympic ranch in Greece, it must have seemed that things couldn't have got any worse but they very nearly did with walker Jamie Costin lucky to escape with his life after being involved in a car crash near Athens. Once the track and field action began in Athens, a familiar pattern of underachievement emerged although Alistair Cragg's performance in being the only athlete from a European nation to qualify for the 5,000m final did offer hope for the future. Our beloved Sonia scraped into the women's 5K final as a fastest loser and for a couple of days, the country attempted to delude itself into believing that she might be in the medal shake-up. As it happened, she went out the back door early in the final although there was nothing undignified about the way that she insisted on finishing the race over a minute behind winner Meseret Defar. It later transpired that Sonia had been suffering from a stomach bug in the 48 hours before the final although typically, the Cobhwoman played down the effects of the illness. Amazingly, she was back in action a couple of weeks later when beating a world-class field at the Flora Lite 5K road race in London and while her major championship days may be over, it's unlikely that we have seen the last of her in competition. At least Sonia managed to make it to Athens. At the start of the year, several Northern Ireland athletes had genuine hopes of qualifying for the Games but come August, an out-of-form and injured Paul Brizzel was the lone standard bearer for the province. The Ballymena man gave it a lash but his achilles problem, and a bad lane draw, meant a time of 21.00 and an early exit.","but they very nearly did with walker Jamie Costin lucky to escape with his life after being involved in a car crash near Athens.[SEP]Once the track and field action began in Athens, a familiar pattern of underachievement emerged although Alistair Cragg's performance in being the only athlete from a European nation to qualify for the 5,000m final did offer hope for the future.[SEP]Our beloved Sonia scraped into the women's 5K final as a fastest loser and for a couple of days, the country attempted to delude itself into believing that she might be in the medal shake-up.",sport030.txt
"Collins will not have day-to-day coaching contact with the athletes, but will be expected to make changes to the system and coaching set-up in order to secure medals at the Beijing Olympics in 2008.",0,"He has specialised in helping competitors fulfil their potential through psychology and has worked with the Great Britain women's curling team, who won gold at the 2002 Winter Olympics. Mark Lewis-Francis sought Collins' advice in Athens when he was looking for inspiration before he ran the final leg of Britain's surprise triumph in the 4x100m relay. Collins has played rugby at regional level, was captain of the Great Britain American Football team, and competed at national level in judo and karate. He arrives with British athletics at a crossroads. Despite Kelly Holmes' golden double and the success of the sprint relay squad, the GB team failed to live up to expectations in Athens. Many older competitors have retired or are coming to the end of their careers, and Britain failed to win a single medal at the world junior championships in Italy this year. Collins will not have day-to-day coaching contact with the athletes, but will be expected to make changes to the system and coaching set-up in order to secure medals at the Beijing Olympics in 2008. The appointment of a new performance director was one of the main recommendations in Sir Andrew Foster's review of the sport, which was published in May. It was commissioned by UK Sport and Sport England, which wanted UK Athletics to justify funding of more than £40m from the Government following the failure to hang on to the 2005 World Championships, which are now being held in Helsinki. Van Commenee dropped out of the selection process to take on the same role with the Dutch Olympic Committee, while Connor's application was rejected after an arduous interview process. Foster, however, declared himself satisfied with how the appointment was made. ""The appointment of David Collins, with his strong mix of leadership skills and managerial experience, is testament to the professional and detailed recruitment process,"" he said.","Many older competitors have retired or are coming to the end of their careers, and Britain failed to win a single medal at the world junior championships in Italy this year.[SEP]Collins will not have day-to-day coaching contact with the athletes, but will be expected to make changes to the system and coaching set-up in order to secure medals at the Beijing Olympics in 2008.[SEP]The appointment of a new performance director was one of the main recommendations in Sir Andrew Foster's review of the sport, which was published in May.",sport043.txt
"The appointment of a new performance director was one of the main recommendations in Sir Andrew Foster's review of the sport, which was published in May.",0,"He has specialised in helping competitors fulfil their potential through psychology and has worked with the Great Britain women's curling team, who won gold at the 2002 Winter Olympics. Mark Lewis-Francis sought Collins' advice in Athens when he was looking for inspiration before he ran the final leg of Britain's surprise triumph in the 4x100m relay. Collins has played rugby at regional level, was captain of the Great Britain American Football team, and competed at national level in judo and karate. He arrives with British athletics at a crossroads. Despite Kelly Holmes' golden double and the success of the sprint relay squad, the GB team failed to live up to expectations in Athens. Many older competitors have retired or are coming to the end of their careers, and Britain failed to win a single medal at the world junior championships in Italy this year. Collins will not have day-to-day coaching contact with the athletes, but will be expected to make changes to the system and coaching set-up in order to secure medals at the Beijing Olympics in 2008. The appointment of a new performance director was one of the main recommendations in Sir Andrew Foster's review of the sport, which was published in May. It was commissioned by UK Sport and Sport England, which wanted UK Athletics to justify funding of more than £40m from the Government following the failure to hang on to the 2005 World Championships, which are now being held in Helsinki. Van Commenee dropped out of the selection process to take on the same role with the Dutch Olympic Committee, while Connor's application was rejected after an arduous interview process. Foster, however, declared himself satisfied with how the appointment was made. ""The appointment of David Collins, with his strong mix of leadership skills and managerial experience, is testament to the professional and detailed recruitment process,"" he said.","Collins will not have day-to-day coaching contact with the athletes, but will be expected to make changes to the system and coaching set-up in order to secure medals at the Beijing Olympics in 2008.[SEP]The appointment of a new performance director was one of the main recommendations in Sir Andrew Foster's review of the sport, which was published in May.[SEP]It was commissioned by UK Sport and Sport England, which wanted UK Athletics to justify funding of more than £40m from the Government following the failure to hang on to the 2005 World Championships, which are now being held in Helsinki.",sport043.txt
Tony Bullock in the United goal was called into action for the first time with just over a quarter-of-an-hour on the clock.,0,"Alan Archibald prodded United ahead in 19 minutes and James Grady made it two from close range 10 minutes later. Richie Byrne's header gave Aberdeen a way back into the game, but Stevie Crawford restored United's lead from 18 yards before half time. The scoring was completed by Grady just after the break - a superb shot on the turn making it 4-1. Tony Bullock in the United goal was called into action for the first time with just over a quarter-of-an-hour on the clock. Noel Whelan laid the ball off to Jamie Winter on the edge of the box, but his first-time effort was gathered by the United keeper. Moments later though, the home side took the lead. Barry Robson whipped in a free kick from the right, which Stevie Crawford caught on the volley. Russell Anderson failed to deal with it and Whelan's clearance off the line landed kindly at the feet of Archibald, who poked the ball into the net. United doubled their lead after 29 minutes when Grady tapped the ball into an empty net after Robson had headed Mark Wilson's cross off the angle of post and bar. But only three minutes later Aberdeen clawed their way back into the match. A free kick from the left by Winter was met powerfully by the head of Byrne at the back post, leaving Bullock helpless.","The scoring was completed by Grady just after the break - a superb shot on the turn making it 4-1.[SEP]Tony Bullock in the United goal was called into action for the first time with just over a quarter-of-an-hour on the clock.[SEP]Noel Whelan laid the ball off to Jamie Winter on the edge of the box, but his first-time effort was gathered by the United keeper.",sport107.txt
"Meanwhile, the BBC has confirmed it will be televising Exeter's replay with Man Utd live on Wednesday 19 January, from 1930 on BBC One.",0,"Meanwhile, the BBC has confirmed it will be televising Exeter's replay with Man Utd live on Wednesday 19 January, from 1930 on BBC One.","[NULL][SEP]Meanwhile, the BBC has confirmed it will be televising Exeter's replay with Man Utd live on Wednesday 19 January, from 1930 on BBC One.[SEP][NULL]",sport192.txt
"Fellow Bath prop Duncan Bell will start on the bench, as coach Andy Robinson makes just one change to the team that was beaten by France.",0,"Fellow Bath prop Duncan Bell will start on the bench, as coach Andy Robinson makes just one change to the team that was beaten by France. It will be Stevens' first start after two caps as a replacement against the All Blacks last year. Leicester duo Ollie Smith and Andy Goode have been drafted onto the bench. Stevens takes over from Phil Vickery, who suffered a broken arm playing for Gloucester last weekend. ""I'm confident Matt will grasp this opportunity and make his mark against Ireland,"" said Robinson.","[NULL][SEP]Fellow Bath prop Duncan Bell will start on the bench, as coach Andy Robinson makes just one change to the team that was beaten by France.[SEP]It will be Stevens' first start after two caps as a replacement against the All Blacks last year.",sport334.txt
"England will protest to the International Rugby Board (IRB) about the referee's performance in the defeat by Ireland, reports the Daily Mail.",0,"England will protest to the International Rugby Board (IRB) about the referee's performance in the defeat by Ireland, reports the Daily Mail.","[NULL][SEP]England will protest to the International Rugby Board (IRB) about the referee's performance in the defeat by Ireland, reports the Daily Mail.[SEP][NULL]",sport346.txt
"About two billion are shipped global every year, and about three billion are in use in the US alone.",1,"Although there is a focus on developing efficient and improved circuits in the devices themselves, the technologies inside rechargers are still outdated and so eat up more energy than is needed to power a gadget. On 1 January, new efficiency standards for external power supplies came into effect as part of the European Commission Code of Conduct. But at CES, the EPA also unveiled new guidelines for its latest Energy Star initiative which targets external power adapters. These map out the framework for developing better adaptors that can be labelled with an Energy Star logo, meaning they are about 35% more efficient. The initiative is a global effort and more manufacturers' adaptors are being brought on board. Most are made in China. About two billion are shipped global every year, and about three billion are in use in the US alone. The EPA is already working with several companies which make more than 22% of power supplies on the market. ""We are increasingly finding companies that not only want to provide neat, hi-tech devices, but also bundle with it a hi-tech, efficient power supply,"" the EPA's Andrew Fanara said. Initiatives like this are critical; if power adaptors continue to be made and used as they are now, consumer electronics and other small appliances will be responsible for more than 40% of electricity used in US homes, said the EPA.","Most are made in China.[SEP]About two billion are shipped global every year, and about three billion are in use in the US alone.[SEP]The EPA is already working with several companies which make more than 22% of power supplies on the market.",tech072.txt
"""We started publishing these SMSes,"" says Mr Gupta.",0,"They wanted to blog the tsunami and its aftermath. One Sri Lankan blogger in the group goes by the online name Morquendi. With internet service disrupted by the tsunami, Morquendi started sending SMS text messages via cell phone from the affected areas of Sri Lanka. ""We started publishing these SMSes,"" says Mr Gupta.","With internet service disrupted by the tsunami, Morquendi started sending SMS text messages via cell phone from the affected areas of Sri Lanka.[SEP]""We started publishing these SMSes,"" says Mr Gupta.[SEP][NULL]",tech106.txt
Mr Kotamaraja wanted to help those affected by the tsunami by pooling money with concerned friends.,0,"Ms Mehta also says she wishes that governments in the region would realise the power of blogs. ""Imagine if they had this resource available to them, if there was a disaster, how quickly you could funnel aid in, and get people to help,"" she says. Bloggers in the United States are also getting involved. Ramdhan Yadav Kotamaraja is originally from India, but now lives in Dallas. Mr Kotamaraja wanted to help those affected by the tsunami by pooling money with concerned friends. So, he set up an online payment system on his website. Then, says Mr Kotamaraja, the blogging world found out. ""All my blogger friends started linking up my site, and I saw a lot of people other than my friends. I'd say 70% of the donations came from people I don't know. ""It's simply unbelievable to me, that people that I don't know will come and start donating."" News spreads quickly on weblogs, a phenomenon that helps bloggers expand their audience and scope. In Sri Lanka, blogger Morquendi is recruiting others to help. One recruit calls himself Heretic. In one of his latest posts, Heretic asks: ""Have you ever seen fishing trawlers on the road? Ever seen a bus inside a house? ""Well,"" Heretic writes, ""that was just the least affected areas - so you can just imagine - or can you?"" He concludes: ""Keep it blogged.""","Ramdhan Yadav Kotamaraja is originally from India, but now lives in Dallas.[SEP]Mr Kotamaraja wanted to help those affected by the tsunami by pooling money with concerned friends.[SEP]So, he set up an online payment system on his website.",tech106.txt
"In Sri Lanka, blogger Morquendi is recruiting others to help.",0,"Ms Mehta also says she wishes that governments in the region would realise the power of blogs. ""Imagine if they had this resource available to them, if there was a disaster, how quickly you could funnel aid in, and get people to help,"" she says. Bloggers in the United States are also getting involved. Ramdhan Yadav Kotamaraja is originally from India, but now lives in Dallas. Mr Kotamaraja wanted to help those affected by the tsunami by pooling money with concerned friends. So, he set up an online payment system on his website. Then, says Mr Kotamaraja, the blogging world found out. ""All my blogger friends started linking up my site, and I saw a lot of people other than my friends. I'd say 70% of the donations came from people I don't know. ""It's simply unbelievable to me, that people that I don't know will come and start donating."" News spreads quickly on weblogs, a phenomenon that helps bloggers expand their audience and scope. In Sri Lanka, blogger Morquendi is recruiting others to help. One recruit calls himself Heretic. In one of his latest posts, Heretic asks: ""Have you ever seen fishing trawlers on the road? Ever seen a bus inside a house? ""Well,"" Heretic writes, ""that was just the least affected areas - so you can just imagine - or can you?"" He concludes: ""Keep it blogged.""","News spreads quickly on weblogs, a phenomenon that helps bloggers expand their audience and scope.[SEP]In Sri Lanka, blogger Morquendi is recruiting others to help.[SEP]One recruit calls himself Heretic.",tech106.txt
Californian Thomas Slattery filed the suit in the US District Court in San Jose and is seeking damages.,0,"He says Apple is breaking anti-competition laws in refusing to let other music players work with the site. Apple, which opened its online store in 2003 after launching the iPod in 2001, uses technology to ensure each song bought only plays on the iPod. Californian Thomas Slattery filed the suit in the US District Court in San Jose and is seeking damages.","Apple, which opened its online store in 2003 after launching the iPod in 2001, uses technology to ensure each song bought only plays on the iPod.[SEP]Californian Thomas Slattery filed the suit in the US District Court in San Jose and is seeking damages.[SEP][NULL]",tech148.txt
"""You need to use it, you need to write on it, correct, give feedback and so on, so you need paper to write on.",0,"This kind of detailed analysis usually takes a couple of months but Respond gets it done in about 12 hours. ""Our users are usually not so much familiar with reading satellite imagery, reading satellite maps, so it's our task to transfer the data into information that non-technical people can read and understand easily and very, very efficiently,"" said Mr Voigt. Respond supplies maps to aid groups via the web, and on compact disc. But the best map is one you can hold in your hands, especially in remote areas where internet connections and laptops are scarce. ""A map is a working document,"" explains Herbert Hansen of Respond's Belgian partner Keyobs. ""You need to use it, you need to write on it, correct, give feedback and so on, so you need paper to write on. ""We print maps, we laminate the maps, we encapsulate the maps if needed so you can take a shower with the map, it's completely protected.""","""A map is a working document,"" explains Herbert Hansen of Respond's Belgian partner Keyobs.[SEP]""You need to use it, you need to write on it, correct, give feedback and so on, so you need paper to write on.[SEP]""We print maps, we laminate the maps, we encapsulate the maps if needed so you can take a shower with the map, it's completely protected.""",tech223.txt
Hypertag is also now making a poster that uses short-range Bluetooth radio technology to swap data.,0,"The posters will automatically beam information to any phone equipped with an IR port that is held close to the glowing red icon on the poster. ""We started with infra-red because there are a huge number IR phones out there,"" said Rachel Harker, spokeswoman for Hypertag which makes the technology fitted to the posters. ""It's a well established technology."" Hypertag is also now making a poster that uses short-range Bluetooth radio technology to swap data. Although the hypertags in the posters only pass on a phone number, Ms Harker said they can pass on almost any form of data including images, ring tones and video clips. She said that there are no figures for how many people are using the posters but a previous campaign run for a cosmetics firm racked up 12,500 interactions. ""Before we ran a campaign there was a big question mark of: 'If we build it will they come?'"" she said. ""Now we know that, yes, they will."" The TfL campaign using the posters will run until Boxing Day.","""It's a well established technology.""[SEP]Hypertag is also now making a poster that uses short-range Bluetooth radio technology to swap data.[SEP]Although the hypertags in the posters only pass on a phone number, Ms Harker said they can pass on almost any form of data including images, ring tones and video clips.",tech230.txt
 - An active control system which tries to balance the lift more finely and remove the sources of vibrations,0, - An active control system which tries to balance the lift more finely and remove the sources of vibrations ,[NULL][SEP]- An active control system which tries to balance the lift more finely and remove the sources of vibrations[SEP][NULL],tech253.txt
"""If you have a Visual Radio enabled handset, when you hear an artist you don't know, or there's a competition or vote that you'd like to participate in, you pull out your handset and with one click you turn on a visual channel parallel to the on-air broadcast you've just been listening to.""",0,"One problem is that the name Visual Radio leads people to think of television but Reidar Wasenius, a senior project manager at Nokia, was adamant that Visual Radio should not be confused with the more traditional medium. He said: ""I'm very happy to say it's not television, what we're talking about is an enhancement of radio as we know it today. ""If you have a Visual Radio enabled handset, when you hear an artist you don't know, or there's a competition or vote that you'd like to participate in, you pull out your handset and with one click you turn on a visual channel parallel to the on-air broadcast you've just been listening to.""","He said: ""I'm very happy to say it's not television, what we're talking about is an enhancement of radio as we know it today.[SEP]""If you have a Visual Radio enabled handset, when you hear an artist you don't know, or there's a competition or vote that you'd like to participate in, you pull out your handset and with one click you turn on a visual channel parallel to the on-air broadcast you've just been listening to.""[SEP][NULL]",tech305.txt
"As well as details on the track or artist of a particular song, there is also the ability to interact immediately with the radio station itself, in a similar way to digital television's ""red button"" content.",0,"That visual channel is run from a computer within the radio station, and sends out different kinds of information to the handset depending on what you are listening to. As well as details on the track or artist of a particular song, there is also the ability to interact immediately with the radio station itself, in a similar way to digital television's ""red button"" content.","That visual channel is run from a computer within the radio station, and sends out different kinds of information to the handset depending on what you are listening to.[SEP]As well as details on the track or artist of a particular song, there is also the ability to interact immediately with the radio station itself, in a similar way to digital television's ""red button"" content.[SEP][NULL]",tech305.txt
The extra time taken by President Bush and his entourage meant that there was a knock-on effect that led to significant delays.,0,"Central to the problem was that instead of half an hour, the arrival of President Bush on the German leg of his European tour took the best part of an hour, Lufthansa said. During that time, restrictions were put on planes taxiing, taking off and landing at Frankfurt's Rhein-Main airport. The extra time taken by President Bush and his entourage meant that there was a knock-on effect that led to significant delays. Mr Lamberty said that 92 outgoing flights and 86 income flights were delayed by an average of an hour following President Bush's arrival, affecting almost 17,000 passengers. Despite the problems, Mr Lamberty said that it was not certain that Lufthansa would take legal action.","During that time, restrictions were put on planes taxiing, taking off and landing at Frankfurt's Rhein-Main airport.[SEP]The extra time taken by President Bush and his entourage meant that there was a knock-on effect that led to significant delays.[SEP]Mr Lamberty said that 92 outgoing flights and 86 income flights were delayed by an average of an hour following President Bush's arrival, affecting almost 17,000 passengers.",business064.txt
"Orange added more than five million new customers in 2004, leading to a 10% increase in its revenues.",0,"Orange added more than five million new customers in 2004, leading to a 10% increase in its revenues. Increased take-up of broadband telecoms services also boosted France Telecom's profits, which showed a 5.5% rise to 18.3bn euros ($23.4bn; £12.5bn). France Telecom is to spend 578m euros on buying out minority shareholders in data services provider Equant.","[NULL][SEP]Orange added more than five million new customers in 2004, leading to a 10% increase in its revenues.[SEP]Increased take-up of broadband telecoms services also boosted France Telecom's profits, which showed a 5.5% rise to 18.3bn euros ($23.4bn; £12.5bn).",business112.txt
France Telecom said it would fund the deal by selling an 8% stake in telephone directory company PagesJaunes.,0,"Looking ahead, the company forecast like-for-like sales growth of between 3% and 5% over the next three years. France Telecom is consolidating its interest in Equant, which provides telecoms and data services to businesses. Subject to approval by shareholders of the two firms, it will buy the shares in Equant it does not already own. France Telecom said it would fund the deal by selling an 8% stake in telephone directory company PagesJaunes.","Subject to approval by shareholders of the two firms, it will buy the shares in Equant it does not already own.[SEP]France Telecom said it would fund the deal by selling an 8% stake in telephone directory company PagesJaunes.[SEP][NULL]",business112.txt
Underground staff have warned they will continue with the protests until the management put an acceptable offer on the table.,0,"Underground staff have warned they will continue with the protests until the management put an acceptable offer on the table. The Argentine Work Ministry has been mediating in the conflict and it could call an ""obligatory conciliation"", which would force both sides to find a solution and put an end to the conflict. Some tube commuters have not hidden their frustration at the ongoing strike and have broken the windows of the underground trains, according to the local press. ""We are taken as hostages. I don't know who is right, but the harm ones are us,"" said accountant Jose Lopez.","[NULL][SEP]Underground staff have warned they will continue with the protests until the management put an acceptable offer on the table.[SEP]The Argentine Work Ministry has been mediating in the conflict and it could call an ""obligatory conciliation"", which would force both sides to find a solution and put an end to the conflict.",business123.txt
"The UK-Dutch group will own 30% of the project, with Qatar's state oil firm owning the rest.",0,"The UK-Dutch group will own 30% of the project, with Qatar's state oil firm owning the rest. The agreement is the latest in a string of deals reached by Qatar, which is trying to make itself a regional leader in natural gas. US oil giant ExxonMobil signed up for a $12.8bn deal earlier on Sunday. France's Total is expected to join the ExxonMobil scheme, dubbed Qatargas-2, on Monday, taking 5 million tonnes of LNG a year. ExxonMobil will be taking some 15 million tonnes each year for 25 years from the end of 2007 under the deal. Shell's agreement, under the name Qatargas-4, foresees the building of new facilities to handle 1.4 billion cubic feet of gas, and 7.8 million tonnes of LNG each year from 2011 onwards.","[NULL][SEP]The UK-Dutch group will own 30% of the project, with Qatar's state oil firm owning the rest.[SEP]The agreement is the latest in a string of deals reached by Qatar, which is trying to make itself a regional leader in natural gas.",business158.txt
"Late on Monday, Deutsche Boerse said it would lift its 2004 dividend payment to 70 euro cents (£0.48; $0.98) from 55 euro cents a year earlier.",0,"Frankfurt-based Deutsche Boerse has offered £1.3bn ($2.48bn; 1.88bn euros) for the London Stock Exchange. Rival pan-European bourse Euronext is working also on a bid. Late on Monday, Deutsche Boerse said it would lift its 2004 dividend payment to 70 euro cents (£0.48; $0.98) from 55 euro cents a year earlier. ""There is a whiff of a sweetener in there,"" Anais Faraj, an analyst at Nomura told the BBC's World Business Report. ""Most of the disgruntled shareholders of Deutsche Boerse are complaining that the money that is being used for the bid could be better placed in their hands, paid out in dividends,"" Mr Faraj continued. Deutsche Boerse is ""trying to buy them off in a sense"", he said.","Rival pan-European bourse Euronext is working also on a bid.[SEP]Late on Monday, Deutsche Boerse said it would lift its 2004 dividend payment to 70 euro cents (£0.48; $0.98) from 55 euro cents a year earlier.[SEP]""There is a whiff of a sweetener in there,"" Anais Faraj, an analyst at Nomura told the BBC's World Business Report.",business171.txt
"Analysts have suggested that the government needs to avoid the impression of an open-ended list, so as to preserve investor confidence.",0,"Mr Yushchenko had previously said the list would be limited to 30-40 enterprises. More than 90,000 businesses in all, from massive corporations to tiny shopfronts, have been sold off since 1992, as the command economy built up when Ukraine was part of the Soviet Union was dismantled. Analysts have suggested that the government needs to avoid the impression of an open-ended list, so as to preserve investor confidence.","More than 90,000 businesses in all, from massive corporations to tiny shopfronts, have been sold off since 1992, as the command economy built up when Ukraine was part of the Soviet Union was dismantled.[SEP]Analysts have suggested that the government needs to avoid the impression of an open-ended list, so as to preserve investor confidence.[SEP][NULL]",business197.txt
"The next step is for the supreme court to annul the sale altogether, opening the way for Krivorizhstal to be resold.",0,"Thursday's ruling by a district court in Perchesk overturned a previous decision in a lower court permitting the sale. The consortium which won the auction for the mill was created by Viktor Pinchuk, son-in-law of former-President Leonid Kuchma, and Rinat Akhmetov, the country's richest man. The next step is for the supreme court to annul the sale altogether, opening the way for Krivorizhstal to be resold. Mr Yushchenko has suggested a fair valuation could be as much as $3bn. One of the foreign bidders who lost out, steel giant LNM, told BBC News that it would be interested in any renewed sale.","The consortium which won the auction for the mill was created by Viktor Pinchuk, son-in-law of former-President Leonid Kuchma, and Rinat Akhmetov, the country's richest man.[SEP]The next step is for the supreme court to annul the sale altogether, opening the way for Krivorizhstal to be resold.[SEP]Mr Yushchenko has suggested a fair valuation could be as much as $3bn.",business197.txt
"Last week, the firm was admonished by the Securities and Exchange Commission which said it had made major errors in its financial reporting.",0,"Recent investigations have exposed extensive accounting errors at Fannie Mae, which supplies funds to America's $8 trillion mortgage market. Last week, the firm was admonished by the Securities and Exchange Commission which said it had made major errors in its financial reporting.","Recent investigations have exposed extensive accounting errors at Fannie Mae, which supplies funds to America's $8 trillion mortgage market.[SEP]Last week, the firm was admonished by the Securities and Exchange Commission which said it had made major errors in its financial reporting.[SEP][NULL]",business326.txt
"Mr Raines, head of the Office of Management and Budget under President Clinton, has taken early retirement while Mr Howard has also stepped down, the company said on Tuesday.",0,"The financial regulator said Fannie Mae would have to raise substantial new capital to restore its balance sheet. Analysts said the SEC's criticism made it impossible for Fannie Mae's senior executives to remain. Mr Raines, head of the Office of Management and Budget under President Clinton, has taken early retirement while Mr Howard has also stepped down, the company said on Tuesday. KPMG, Fannie Mae's independent auditor, will also be replaced. ""By my early retirement, I have held myself accountable,"" Mr Raines said in a statement.","Analysts said the SEC's criticism made it impossible for Fannie Mae's senior executives to remain.[SEP]Mr Raines, head of the Office of Management and Budget under President Clinton, has taken early retirement while Mr Howard has also stepped down, the company said on Tuesday.[SEP]KPMG, Fannie Mae's independent auditor, will also be replaced.",business326.txt
It attributed the drop to tighter tax laws and reduced funding from sources such as the National Lottery.,0,"Twenty-seven British films were made in the UK last year following a drop in funding, compared with 45 in 2003, according to the trade weekly. It attributed the drop to tighter tax laws and reduced funding from sources such as the National Lottery. UK and US co-productions in Britain fell from 102 in 2003 to 81 last year.","Twenty-seven British films were made in the UK last year following a drop in funding, compared with 45 in 2003, according to the trade weekly.[SEP]It attributed the drop to tighter tax laws and reduced funding from sources such as the National Lottery.[SEP]UK and US co-productions in Britain fell from 102 in 2003 to 81 last year.",entertainment303.txt
"""The reduction in indigenous film production in 2004 was due to a variety of factors, including the continuing long-term trend towards co-production of films in more than one country and changes to financing arrangements.""",0,"""The drop was expected as there was no way 2003's record level of production could be bettered,"" the council's spokesperson said. ""The reduction in indigenous film production in 2004 was due to a variety of factors, including the continuing long-term trend towards co-production of films in more than one country and changes to financing arrangements."" It was ""too early"" to predict whether the downward trend in UK production would continue throughout 2005, the UK Film Council said. In September the government introduced subsidies worth up to £4m per film for medium budget films, under new Treasury measures. It is also due to announce a replacement for UK film tax relief scheme Section 48 in July.","""The drop was expected as there was no way 2003's record level of production could be bettered,"" the council's spokesperson said.[SEP]""The reduction in indigenous film production in 2004 was due to a variety of factors, including the continuing long-term trend towards co-production of films in more than one country and changes to financing arrangements.""[SEP]It was ""too early"" to predict whether the downward trend in UK production would continue throughout 2005, the UK Film Council said.",entertainment303.txt
"And he also urged people from ethnic minorities to develop a ""sense of belonging"" in Britain, telling them to speak English at home.",0,"Recently the issue of identity cards had provoked controversy with questions raised over cost and invasions of civil liberties. Mr Blunkett was also at the centre of a humiliating scandal involving the former immigration minister Beverly Hughes. Having received his full backing, Ms Hughes was forced to resign in April over abuses in the visa processing system, which she claimed to be unaware of. Mr Blunkett's own comments on immigration had prompted censure - he told refugees from Afghanistan and Kosovo to ""get back home"" to start rebuilding their countries. And he also urged people from ethnic minorities to develop a ""sense of belonging"" in Britain, telling them to speak English at home. Avoiding political correctness is second nature to the former home secretary, who spurns a metropolitan elite and ""airy fairy libertarians"" and earlier in the year coined the phrase ""liberati"", as an amalgam of ""glitterati"" and ""liberal"". Yet in January of this year he courted further controversy over his seemingly liberal reclassification of cannabis, from a Grade B to Grade C status drug .","Mr Blunkett's own comments on immigration had prompted censure - he told refugees from Afghanistan and Kosovo to ""get back home"" to start rebuilding their countries.[SEP]And he also urged people from ethnic minorities to develop a ""sense of belonging"" in Britain, telling them to speak English at home.[SEP]Avoiding political correctness is second nature to the former home secretary, who spurns a metropolitan elite and ""airy fairy libertarians"" and earlier in the year coined the phrase ""liberati"", as an amalgam of ""glitterati"" and ""liberal"".",politics041.txt
